ID	chrom	loc.start	loc.end	num.mark	seg.mean
X4.1	chr12	54331269	55886623	58	0.0462
X4.1	chr12	55916789	58343188	102	0.2953
X4.1	chr12	58638404	106410229	270	-0.0898
X4.1	chr12	106495464	133803789	288	0.133
X4.1	chr13	19050450	58254694	416	-0.5142
X4.1	chr13	58796541	98639337	168	-0.7801
X4.1	chr13	98641231	115097228	136	-0.4377
X4.1	chr14	19401796	20001915	9	-0.68
X4.1	chr14	20072982	22409580	108	-0.2862
X4.1	chr14	22433985	22907542	31	-0.111
X4.1	chr14	22908003	22968702	27	0.2389
X4.1	chr14	22970616	25101816	128	-0.1604
X4.1	chr14	25399182	60625868	206	-0.5773
X4.1	chr14	60646417	101402865	360	-0.3374
X4.1	chr14	101404562	101459610	35	-0.7504
X4.1	chr14	101488428	101873291	42	0.198
X4.1	chr14	102022663	106437088	117	-0.2127
X4.1	chr14	106452920	107283036	91	-0.6842
X4.1	chr15	20170136	24817780	69	-0.177
X4.1	chr15	24924567	102518028	883	0.0772
X4.1	chr16	62823	9022161	227	0.2195
X4.1	chr16	9200501	29755555	207	0.0694
X4.1	chr16	29791328	31716504	93	0.221
X4.1	chr16	31765370	46553131	48	-0.3039
X4.1	chr16	46635002	55852006	62	0.0317
X4.1	chr16	55935004	71792347	204	0.2466
X4.1	chr16	71803008	88713625	128	0.1182
X4.1	chr16	88723956	90206715	46	0.3145
X4.1	chr17	18618	8078136	230	0.235
X4.1	chr17	8092608	25751682	211	0.0537
X4.1	chr17	25868565	49240028	587	0.168
X4.1	chr17	49296155	72755141	221	0.047
X4.1	chr17	72769596	81045215	201	0.2494
X4.1	chr18	84355	77960272	398	-0.0186
X4.1	chr19	65865	6971684	226	0.2065
X4.1	chr19	7031805	7057435	4	-0.6401
X4.1	chr19	7078717	19877703	419	0.227
X4.1	chr19	19914604	28230168	55	-0.3648
X4.1	chr19	28296722	43165790	311	0.149
X4.1	chr19	43174562	43785777	18	-0.2792
X4.1	chr19	43807999	51871304	326	0.2005
X4.1	chr19	51875414	54276147	134	0.004
X4.1	chr19	54290962	59098019	200	0.1969
X4.1	chr2	42842	26372836	141	0.0222
X4.1	chr2	26385174	27880177	50	0.2432
X4.1	chr2	27902089	86693804	390	0.0094
X4.1	chr2	86839399	88340986	16	-0.2227
X4.1	chr2	88382078	88749928	6	0.3166
X4.1	chr2	88826635	89266033	18	-0.1503
X4.1	chr2	89278293	92222599	75	-0.3144
X4.1	chr2	95403538	216904365	779	-0.0952
X4.1	chr2	216957047	220499375	76	0.1716
X4.1	chr2	220771254	231822486	52	-0.083
X4.1	chr2	231854915	233407775	33	0.1208
X4.1	chr2	233414002	233643647	6	-0.316
X4.1	chr2	233732699	234020613	4	-1.0076
X4.1	chr2	234161508	234675419	21	-0.3363
X4.1	chr2	234713219	243062105	82	0.1339
X4.1	chr20	72813	5289847	103	0.2021
X4.1	chr20	5429640	15004928	47	-0.1114
X4.1	chr20	15600301	25631695	93	0.1072
X4.1	chr20	25650757	30193702	26	-0.2113
X4.1	chr20	30195016	62933111	463	0.1705
X4.1	chr21	9825921	30332868	97	-0.2691
X4.1	chr21	30384202	48110916	290	0.1096
X4.1	chr22	16112745	17414652	32	-0.7221
X4.1	chr22	17465969	51217556	659	-0.2782
X4.1	chr3	344684	8324051	27	-0.1149
X4.1	chr3	8576599	16580353	120	0.1706
X4.1	chr3	16670056	38010933	118	-0.15
X4.1	chr3	38039114	45758732	105	0.0573
X4.1	chr3	45817484	53890217	212	0.2604
X4.1	chr3	53908661	58636124	37	0.0859
X4.1	chr3	58869451	74441005	70	-0.105
X4.1	chr3	75133847	97783778	70	-0.3255
X4.1	chr3	97806481	115391254	129	-0.0778
X4.1	chr3	116083904	116645681	7	-0.6372
X4.1	chr3	118742159	145402619	266	0.0588
X4.1	chr3	145542285	182679801	227	-0.1455
X4.1	chr3	182734819	197951774	191	0.0354
X4.1	chr4	70639	456274	8	-0.2006
X4.1	chr4	513487	3950316	62	0.2118
X4.1	chr4	4128841	4158709	3	-1.0757
X4.1	chr4	4176505	5627887	14	-0.0409
X4.1	chr4	5771848	8860672	33	0.2811
X4.1	chr4	8963530	9471220	28	-0.4674
X4.1	chr4	9485857	69524347	244	-0.0757
X4.1	chr4	69689312	71269755	27	-0.4454
X4.1	chr4	71322461	136487292	374	-0.1107
X4.1	chr4	136811486	139352350	12	-0.6585
X4.1	chr4	139951924	189064735	231	-0.1192
X4.1	chr4	189309722	191012789	19	-0.4901
X4.1	chr5	165229	1799990	30	0.2977
X4.1	chr5	1809116	54459422	192	-0.111
X4.1	chr5	54466405	54468135	3	0.7888
X4.1	chr5	54519292	128440082	371	-0.1336
X4.1	chr5	128732797	180794766	531	0.1109
X4.1	chr6	106387	29944536	341	-0.4687
X4.1	chr6	29962652	44327650	399	-0.2975
X4.1	chr6	44386712	170949159	712	-0.5379
X4.1	chr7	246840	7106635	91	0.1639
X4.1	chr7	7242423	43708685	243	-0.1195
X4.1	chr7	43822609	45211645	39	0.2925
X4.1	chr7	45431514	72711996	144	-0.1163
X4.1	chr7	72719689	73942525	26	0.2179
X4.1	chr7	74123510	75144866	20	-0.1074
X4.1	chr7	75265450	76641679	24	0.1699
X4.1	chr7	76643019	97576804	118	-0.2255
X4.1	chr7	97593004	102294792	132	0.1884
X4.1	chr7	102296309	127029411	126	-0.1192
X4.1	chr7	127227168	129410277	34	0.2311
X4.1	chr7	129414570	129414799	2	1.3016
X4.1	chr7	129531680	142247362	134	0.0756
X4.1	chr7	142250930	142428734	10	0.4438
X4.1	chr7	142430385	142494555	9	0.0328
X4.1	chr7	142494706	142495163	4	-1.1925
X4.1	chr7	142499578	143186038	25	0.1307
X4.1	chr7	143208515	143573879	9	-0.4382
X4.1	chr7	143632815	143826656	12	0.0557
X4.1	chr7	143839566	148300304	22	-0.2808
X4.1	chr7	148446567	159025096	108	0.0813
X4.1	chr8	116546	17132008	163	-0.0672
X4.1	chr8	17213288	43395593	210	0.0801
X4.1	chr8	47508490	130940607	439	-0.105
X4.1	chr8	131020639	146279590	144	0.2062
X4.1	chr9	13254	21350605	112	-0.3917
X4.1	chr9	21367723	28309179	33	-1.2773
X4.1	chr9	28863664	38567232	147	-0.2361
X4.1	chr9	38580611	70971436	93	-0.649
X4.1	chr9	71044600	124908421	380	-0.338
X4.1	chr9	124942278	141125040	329	-0.1931
X4.1	chrX	206506	79828738	631	0.0311
X4.1	chrX	79995770	98846378	47	-0.3174
X4.1	chrX	99411327	136743539	331	0.016
X4.1	chrX	137565429	144910148	41	-0.3318
X4.1	chrX	145075831	155256585	171	0.1413
X4.1	chrY	2655318	59001513	175	-0.4376
X4.2	chr1	13140	809200	14	-0.0249
X4.2	chr1	870107	47254297	773	0.1789
X4.2	chr1	47337438	62743868	144	0.0396
X4.2	chr1	62909721	109045528	270	-0.1968
X4.2	chr1	109145116	142660383	181	0.0214
X4.2	chr1	142688652	142815383	4	-0.9255
X4.2	chr1	143767512	144363854	6	-0.3216
X4.2	chr1	144612474	152326846	164	0.0737
X4.2	chr1	152372149	152854158	25	-0.3277
X4.2	chr1	152882691	162346649	296	0.1796
X4.2	chr1	162373492	200071641	263	-0.1171
X4.2	chr1	200183149	207238585	123	0.1927
X4.2	chr1	207267762	226458210	146	-0.0428
X4.2	chr1	226572086	228612786	36	0.2595
X4.2	chr1	228645312	249207270	202	-0.1874
X4.2	chr10	106465	70516451	498	-0.4625
X4.2	chr10	70519123	81719933	132	-0.2677
X4.2	chr10	81784705	81800588	3	-1.6424
X4.2	chr10	81822642	135472439	506	-0.3491
X4.2	chr10	135481287	135515797	7	-0.8714
X4.2	chr11	87117	4168018	128	0.2569
X4.2	chr11	4254807	4360184	6	-0.4728
X4.2	chr11	4389054	9515968	178	0.2039
X4.2	chr11	9605116	43544200	186	-0.0234
X4.2	chr11	43581254	48510800	79	0.2486
X4.2	chr11	48518366	48649571	7	-0.2612
X4.2	chr11	48970346	49942415	13	-0.7161
X4.2	chr11	49974457	55212362	20	-0.3639
X4.2	chr11	55234717	56294511	65	-0.156
X4.2	chr11	56310251	60475165	120	0.0935
X4.2	chr11	60504237	75491568	396	0.2714
X4.2	chr11	75622460	81601830	36	0.1295
X4.2	chr11	82443979	88969773	38	-0.1449
X4.2	chr11	89027163	89945430	20	-0.6268
X4.2	chr11	90288983	110318106	119	-0.0787
X4.2	chr11	110515839	134265105	297	0.1411
X4.2	chr12	92834	6557458	66	0.1424
X4.2	chr12	6568269	7296917	47	0.3419
X4.2	chr12	7356225	8286907	19	0.1034
X4.2	chr12	8315933	11599225	86	-0.1795
X4.2	chr12	11925562	13913109	24	0.1315
X4.2	chr12	14390140	48078457	155	-0.1732
X4.2	chr12	48111433	58343188	326	0.2184
X4.2	chr12	58638404	106410229	270	-0.1211
X4.2	chr12	106495464	133803789	288	0.1349
X4.2	chr13	19050450	58254694	416	-0.4614
X4.2	chr13	58796541	98639337	168	-0.7414
X4.2	chr13	98641231	100715202	24	-0.2807
X4.2	chr13	100803040	110422549	49	-0.614
X4.2	chr13	110880407	115097228	63	-0.1978
X4.2	chr14	19401796	22658329	136	-0.2713
X4.2	chr14	22670869	22991047	57	0.0759
X4.2	chr14	22992600	25101816	110	-0.1508
X4.2	chr14	25399182	64827136	240	-0.5265
X4.2	chr14	64890735	101407501	329	-0.263
X4.2	chr14	101409824	101439042	16	-0.8624
X4.2	chr14	101439966	101459610	16	-0.5051
X4.2	chr14	101488428	101873291	42	0.2572
X4.2	chr14	102022663	106331766	91	-0.1596
X4.2	chr14	106346901	106370370	15	0.1591
X4.2	chr14	106370554	107283036	102	-0.6129
X4.2	chr15	20170136	20213670	7	0.1463
X4.2	chr15	20362554	25154524	65	-0.2304
X4.2	chr15	25222802	25444169	45	0.2149
X4.2	chr15	25444635	25455105	7	-0.1997
X4.2	chr15	25456983	25523523	23	0.1756
X4.2	chr15	25633254	38763119	108	-0.0985
X4.2	chr15	38819040	42130323	61	0.1704
X4.2	chr15	42144169	42158721	2	1.3367
X4.2	chr15	42163310	102518028	634	0.0771
X4.2	chr16	62823	8954832	226	0.2455
X4.2	chr16	9022161	29471713	203	0.0593
X4.2	chr16	29624693	31716504	98	0.2255
X4.2	chr16	31765370	89994036	478	-0.1477
X4.2	chr16	90024400	90206715	10	0.0934
X4.2	chr17	18618	8078136	230	0.2559
X4.2	chr17	8092608	36888892	410	0.0857
X4.2	chr17	36898110	44205007	271	0.2434
X4.2	chr17	44272515	67095740	296	0.0815
X4.2	chr17	67106436	70623566	14	-0.348
X4.2	chr17	70865469	72755141	28	0.173
X4.2	chr17	72769596	81045215	201	0.2778
X4.2	chr18	84355	77960272	398	-0.0652
X4.2	chr19	65865	6971684	226	0.2354
X4.2	chr19	7031805	7057435	4	-0.4909
X4.2	chr19	7078717	10818109	126	0.2095
X4.2	chr19	10829129	10890970	3	1.4998
X4.2	chr19	10928137	19877703	290	0.2524
X4.2	chr19	19914604	28230168	55	-0.3869
X4.2	chr19	28296722	43165790	311	0.1515
X4.2	chr19	43174562	43785777	18	-0.2538
X4.2	chr19	43807999	52067606	338	0.2153
X4.2	chr19	52083771	54276147	122	-0.0469
X4.2	chr19	54290962	59098019	200	0.1999
X4.2	chr2	42842	26372836	141	0.0031
X4.2	chr2	26385174	27802488	46	0.2533
X4.2	chr2	27831969	86693804	394	-0.0105
X4.2	chr2	86839399	89222056	37	-0.0928
X4.2	chr2	89231541	92222599	78	-0.3852
X4.2	chr2	95403538	216904365	779	-0.1156
X4.2	chr2	216957047	220499375	76	0.2107
X4.2	chr2	220771254	231875303	54	-0.1114
X4.2	chr2	231908319	233407775	31	0.1421
X4.2	chr2	233414002	234675419	31	-0.3318
X4.2	chr2	234713219	243062105	82	0.0671
X4.2	chr20	72813	2633455	47	0.1568
X4.2	chr20	2634895	2637620	6	0.6
X4.2	chr20	2641953	5142982	48	0.2
X4.2	chr20	5273255	15004928	49	-0.1126
X4.2	chr20	15600301	25666164	95	0.0832
X4.2	chr20	25796481	30193702	24	-0.2136
X4.2	chr20	30195016	62933111	463	0.163
X4.2	chr21	9825921	30613163	102	-0.2421
X4.2	chr21	30729085	48110916	285	0.11
X4.2	chr22	16112745	17414652	32	-0.7068
X4.2	chr22	17465969	51217556	659	-0.1888
X4.2	chr3	344684	8324051	27	-0.1745
X4.2	chr3	8576599	17084959	124	0.1766
X4.2	chr3	17842481	38010933	114	-0.1939
X4.2	chr3	38039114	45758732	105	0.0641
X4.2	chr3	45817484	53890217	212	0.3035
X4.2	chr3	53908661	75467757	115	-0.0767
X4.2	chr3	75477482	97783778	62	-0.3747
X4.2	chr3	97806481	118908182	139	-0.1317
X4.2	chr3	118945264	129299839	144	0.1148
X4.2	chr3	129489527	143100591	115	-0.0269
X4.2	chr3	143236518	183169598	237	-0.186
X4.2	chr3	183239398	197951774	185	0.0245
X4.2	chr4	70639	456274	8	-0.2792
X4.2	chr4	513487	8963530	113	0.1532
X4.2	chr4	9112041	191012789	934	-0.1767
X4.2	chr5	165229	1799990	30	0.2862
X4.2	chr5	1809116	54459422	192	-0.1361
X4.2	chr5	54466405	54468135	3	0.8212
X4.2	chr5	54519292	128440082	371	-0.173
X4.2	chr5	128732797	180794766	531	0.1011
X4.2	chr6	106387	29769197	325	-0.4301
X4.2	chr6	29780407	44327650	415	-0.2283
X4.2	chr6	44386712	170949159	712	-0.516
X4.2	chr7	246840	3014677	39	0.2567
X4.2	chr7	3824856	6056170	28	0.0284
X4.2	chr7	6073512	6737309	14	0.2761
X4.2	chr7	6771626	6919757	7	-0.1648
X4.2	chr7	6966950	7106635	3	0.4985
X4.2	chr7	7242423	24673349	83	-0.2717
X4.2	chr7	24773608	43708685	160	-0.0965
X4.2	chr7	43822609	45211645	39	0.3202
X4.2	chr7	45431514	72711996	144	-0.1362
X4.2	chr7	72719689	77091115	78	0.1171
X4.2	chr7	77217990	97576804	110	-0.2853
X4.2	chr7	97593004	102294792	132	0.2097
X4.2	chr7	102296309	127029411	126	-0.152
X4.2	chr7	127227168	142486899	186	0.1223
X4.2	chr7	142494269	148638619	78	-0.1772
X4.2	chr7	148712943	159025096	105	0.081
X4.2	chr8	116546	17132008	163	-0.0938
X4.2	chr8	17213288	43395593	210	0.0609
X4.2	chr8	47508490	130940607	439	-0.1443
X4.2	chr8	131020639	146279590	144	0.249
X4.2	chr9	13254	21350605	112	-0.3912
X4.2	chr9	21367723	28309179	33	-1.1327
X4.2	chr9	28863664	34109567	48	-0.3423
X4.2	chr9	34215762	37698949	89	-0.1141
X4.2	chr9	37766386	70918638	102	-0.5104
X4.2	chr9	70971436	124908421	381	-0.0196
X4.2	chr9	124942278	141125040	329	0.2011
X4.2	chrX	206506	79828738	631	0.0063
X4.2	chrX	79995770	98846378	47	-0.3651
X4.2	chrX	99411327	137749913	334	-0.0062
X4.2	chrX	137796196	144910148	38	-0.4009
X4.2	chrX	145075831	155256585	171	0.1359
X4.2	chrY	2655318	59001513	175	-0.5103
X4.3	chr1	13140	62743868	931	0.0958
X4.3	chr1	62909721	109489120	278	-0.185
X4.3	chr1	109548843	142660383	173	0.0086
X4.3	chr1	142688652	144308837	9	-0.6132
X4.3	chr1	144363854	152326846	165	0.0315
X4.3	chr1	152372149	152854158	25	-0.2861
X4.3	chr1	152882691	161348822	276	0.1454
X4.3	chr1	161484511	198667173	279	-0.0992
X4.3	chr1	198828056	228612786	309	0.0548
X4.3	chr1	228645312	249207270	202	-0.1356
X4.3	chr10	106465	135515797	1146	-0.2527
X4.3	chr11	87117	4168018	128	0.161
X4.3	chr11	4254807	4360184	6	-0.4027
X4.3	chr11	4389054	8961849	167	0.2134
X4.3	chr11	8977699	48486067	275	0.0381
X4.3	chr11	48510800	55243661	43	-0.345
X4.3	chr11	55245506	56954206	81	-0.0374
X4.3	chr11	57002880	81601830	534	0.167
X4.3	chr11	82443979	88969773	38	-0.1724
X4.3	chr11	89027163	89945430	20	-0.5073
X4.3	chr11	90288983	111693937	134	-0.0456
X4.3	chr11	111697612	134265105	282	0.1252
X4.3	chr12	92834	8283715	131	0.1453
X4.3	chr12	8286907	12781401	95	-0.1146
X4.3	chr12	12831483	13913109	16	0.1786
X4.3	chr12	14390140	48078457	155	-0.1461
X4.3	chr12	48111433	58343188	326	0.166
X4.3	chr12	58638404	106410229	270	-0.1146
X4.3	chr12	106495464	133803789	288	0.0966
X4.3	chr13	19050450	58254694	416	-0.3288
X4.3	chr13	58796541	98639337	168	-0.5565
X4.3	chr13	98641231	115097228	136	-0.2472
X4.3	chr14	19401796	22658329	136	-0.1022
X4.3	chr14	22670869	23018772	79	0.1783
X4.3	chr14	23045990	25101816	88	-0.0588
X4.3	chr14	25399182	64827136	240	-0.3645
X4.3	chr14	64890735	101402865	326	-0.1444
X4.3	chr14	101404562	101459610	35	-0.5109
X4.3	chr14	101488428	101533099	40	0.3751
X4.3	chr14	101537761	106437088	119	-0.0368
X4.3	chr14	106452920	107219020	84	-0.4879
X4.3	chr14	107232147	107283036	7	-0.1642
X4.3	chr15	20170136	24817780	69	-0.1841
X4.3	chr15	24924567	26093933	81	0.126
X4.3	chr15	26369572	35994799	96	-0.1209
X4.3	chr15	36219090	42130323	70	0.0881
X4.3	chr15	42144169	42158721	2	1.3501
X4.3	chr15	42163310	102518028	634	0.0398
X4.3	chr16	62823	26036594	382	0.1017
X4.3	chr16	26043996	26074244	2	-1.3483
X4.3	chr16	27079257	29755555	50	0.016
X4.3	chr16	29791328	31539654	89	0.1645
X4.3	chr16	31580251	88767866	450	-0.1231
X4.3	chr16	88777332	90206715	42	0.0111
X4.3	chr17	18618	9804287	257	0.1772
X4.3	chr17	9957897	36888892	383	0.041
X4.3	chr17	36898110	44272515	272	0.1764
X4.3	chr17	44392629	45650475	20	-0.1618
X4.3	chr17	45744856	48915860	89	0.1377
X4.3	chr17	48925971	68170501	193	-0.0083
X4.3	chr17	68237683	71159336	9	-0.4315
X4.3	chr17	71164168	81045215	227	0.1858
X4.3	chr18	84355	77960272	398	-0.0539
X4.3	chr19	65865	6971684	226	0.1429
X4.3	chr19	7031805	7057435	4	-0.7975
X4.3	chr19	7078717	10818109	126	0.1306
X4.3	chr19	10829129	10890970	3	1.5717
X4.3	chr19	10928137	19877703	290	0.1761
X4.3	chr19	19914604	28230168	55	-0.3429
X4.3	chr19	28296722	43174562	312	0.0973
X4.3	chr19	43235255	43785777	17	-0.3026
X4.3	chr19	43807999	51887188	328	0.1477
X4.3	chr19	51892685	52132466	12	-0.0149
X4.3	chr19	52147930	52196078	5	-0.7243
X4.3	chr19	52196549	54276147	115	-0.0413
X4.3	chr19	54290962	59098019	200	0.1455
X4.3	chr2	42842	86693804	581	-0.0064
X4.3	chr2	86839399	216904365	894	-0.1398
X4.3	chr2	216957047	243062105	274	0.0128
X4.3	chr20	72813	5289847	103	0.1474
X4.3	chr20	5429640	15004928	47	-0.1237
X4.3	chr20	15600301	25666164	95	0.0653
X4.3	chr20	25796481	30074479	21	-0.2969
X4.3	chr20	30129800	62933111	466	0.1089
X4.3	chr21	9825921	30613163	102	-0.2213
X4.3	chr21	30729085	48110916	285	0.0618
X4.3	chr22	16112745	17414652	32	-0.534
X4.3	chr22	17465969	51217556	659	-0.0981
X4.3	chr3	344684	17084959	151	0.0539
X4.3	chr3	17842481	38010933	114	-0.1749
X4.3	chr3	38039114	46065218	112	0.0353
X4.3	chr3	46184509	53890217	205	0.2292
X4.3	chr3	53908661	118908182	316	-0.1481
X4.3	chr3	118945264	141190110	240	0.0253
X4.3	chr3	141270036	197951774	441	-0.0992
X4.3	chr4	70639	456274	8	-0.2821
X4.3	chr4	513487	3769163	58	0.1343
X4.3	chr4	3891529	4896404	17	-0.2272
X4.3	chr4	5018756	8963530	38	0.2088
X4.3	chr4	9112041	9515038	30	-0.4878
X4.3	chr4	9699348	190395232	888	-0.1469
X4.3	chr4	190873151	191012789	16	-0.4026
X4.3	chr5	165229	1799990	30	0.2108
X4.3	chr5	1809116	54459422	192	-0.1265
X4.3	chr5	54466405	54468135	3	0.7577
X4.3	chr5	54519292	128440082	371	-0.1593
X4.3	chr5	128732797	174154716	420	0.0658
X4.3	chr5	174178763	174350520	2	-1.8248
X4.3	chr5	174869126	180794766	109	0.0924
X4.3	chr6	106387	30275050	360	-0.2665
X4.3	chr6	30302881	44327650	380	-0.0975
X4.3	chr6	44386712	170949159	712	-0.3487
X4.3	chr7	246840	7106635	91	0.1035
X4.3	chr7	7242423	43708685	243	-0.1478
X4.3	chr7	43822609	45211645	39	0.2448
X4.3	chr7	45431514	72711996	144	-0.1472
X4.3	chr7	72719689	73942525	26	0.1979
X4.3	chr7	74123510	75144866	20	-0.1432
X4.3	chr7	75265450	76640513	23	0.121
X4.3	chr7	76641679	97576804	119	-0.2474
X4.3	chr7	97593004	102280355	131	0.126
X4.3	chr7	102294792	127029411	127	-0.1535
X4.3	chr7	127227168	143186038	218	0.0858
X4.3	chr7	143208515	143573879	9	-0.4806
X4.3	chr7	143632815	143826656	12	0.1104
X4.3	chr7	143839566	148300304	22	-0.2636
X4.3	chr7	148446567	159025096	108	0.055
X4.3	chr8	116546	17132008	163	-0.1364
X4.3	chr8	17213288	43395593	210	0.026
X4.3	chr8	47508490	130940607	439	-0.1449
X4.3	chr8	131020639	146279590	144	0.1721
X4.3	chr9	13254	21440877	117	-0.257
X4.3	chr9	21455765	28309179	28	-0.7356
X4.3	chr9	28863664	33968292	45	-0.2358
X4.3	chr9	33985319	37698949	92	-0.0185
X4.3	chr9	37766386	71153639	105	-0.3661
X4.3	chr9	71396786	125056312	382	0.0139
X4.3	chr9	125145403	140638956	321	0.1758
X4.3	chr9	140732919	141125040	4	-0.1463
X4.3	chrX	206506	155256585	1221	-0.0075
X4.3	chrY	2655318	59001513	175	-0.4014
X12	chr1	13140	809200	14	0.0186
X12	chr1	870107	6690286	110	0.2672
X12	chr1	6728106	47821990	675	0.1626
X12	chr1	47882733	48604932	7	0.4454
X12	chr1	48701336	157834375	944	0.0747
X12	chr1	157998148	159568552	47	-0.1433
X12	chr1	159675085	242467143	754	0.0816
X12	chr1	242936163	245021156	16	-0.3734
X12	chr1	245211736	247614781	21	0.0366
X12	chr1	247655040	247705676	3	-0.5909
X12	chr1	247752138	247997120	11	-0.1306
X12	chr1	248004726	248045863	3	0.1281
X12	chr1	248084789	248845128	36	-0.1569
X12	chr1	248902933	249207270	6	0.1881
X12	chr10	106465	102698609	858	-0.476
X12	chr10	102734791	102779165	6	0.3269
X12	chr10	102795994	135515797	282	-0.4507
X12	chr11	87117	4138021	126	0.191
X12	chr11	4158916	6220932	115	-0.125
X12	chr11	6229579	48238829	325	0.0779
X12	chr11	48249421	60267577	233	-0.0925
X12	chr11	60296540	71513636	327	0.202
X12	chr11	71528842	83525960	119	0.0925
X12	chr11	84252510	107584261	151	-0.0055
X12	chr11	107730368	120284216	157	0.129
X12	chr11	120490809	124440465	72	0.0049
X12	chr11	124485819	134265105	83	0.1221
X12	chr12	92834	44506657	379	0.0669
X12	chr12	45108844	46275391	7	-0.5673
X12	chr12	46349408	55040326	209	0.1404
X12	chr12	55196951	108140846	411	0.0536
X12	chr12	108169291	122398800	171	0.1519
X12	chr12	122478638	124021018	33	0.3514
X12	chr12	124076097	125588899	18	0.1977
X12	chr12	125909149	127235645	4	-0.0751
X12	chr12	127396724	128429922	3	-0.4566
X12	chr12	128729084	131298978	12	0.0907
X12	chr12	131359323	132324633	6	-0.3894
X12	chr12	132393454	133803789	28	0.1252
X12	chr13	19050450	115097228	720	-0.0178
X12	chr14	19401796	20749435	39	-0.6745
X12	chr14	20790499	22219191	63	-0.4739
X12	chr14	22237024	23018772	113	-0.6166
X12	chr14	23045990	101393714	652	-0.4906
X12	chr14	101396292	101458291	36	-0.7566
X12	chr14	101459610	101531971	39	-0.4982
X12	chr14	101532288	106357567	103	-0.358
X12	chr14	106360373	106375774	10	-0.582
X12	chr14	106376277	106380233	3	-1.8889
X12	chr14	106382700	107283036	96	-0.6002
X12	chr15	20170136	20211173	6	0.0765
X12	chr15	20213670	65694606	540	-0.4894
X12	chr15	65772421	72823179	72	0.1256
X12	chr15	72879606	72904281	2	-0.9091
X12	chr15	72952907	79653869	116	0.1693
X12	chr15	79744745	102313579	206	0.4434
X12	chr15	102346389	102518028	10	-0.0042
X12	chr16	62823	5141057	219	0.2464
X12	chr16	6916217	85339881	721	0.1547
X12	chr16	85677412	90206715	75	0.2426
X12	chr17	18618	2810691	55	0.1941
X12	chr17	2966432	3380229	17	-0.0958
X12	chr17	3391190	6807303	78	0.1786
X12	chr17	6906719	7577976	57	-0.419
X12	chr17	7598104	32937052	358	0.1244
X12	chr17	33281487	38145631	112	-0.4253
X12	chr17	38172840	38253009	5	0.1106
X12	chr17	38285796	38715872	11	-0.4463
X12	chr17	38792987	39138677	15	-0.5924
X12	chr17	39150035	39458590	37	-0.8112
X12	chr17	39464728	41591532	100	-0.454
X12	chr17	41631100	46709165	120	0.167
X12	chr17	46709886	46791206	3	-0.3918
X12	chr17	46799484	58120426	135	0.1168
X12	chr17	58138423	73147859	163	-0.4673
X12	chr17	73171243	81045215	184	0.2315
X12	chr18	84355	77960272	398	0.0478
X12	chr19	65865	202767	6	-0.2802
X12	chr19	286216	8839331	274	0.2499
X12	chr19	8841843	9883262	34	-0.0294
X12	chr19	9885404	11700069	73	0.2528
X12	chr19	11773986	12649270	27	-0.0353
X12	chr19	12671152	13946251	42	0.2199
X12	chr19	13947292	13985757	5	0.556
X12	chr19	14005213	14633082	20	0.2216
X12	chr19	14640403	16100237	50	0.0499
X12	chr19	16132184	17349720	28	0.2333
X12	chr19	17376790	17427218	6	0.7047
X12	chr19	17439835	19877703	84	0.2234
X12	chr19	19914604	24345699	54	-0.0515
X12	chr19	28230168	43165790	312	0.1706
X12	chr19	43174562	45019770	61	-0.555
X12	chr19	45082582	51624733	271	-0.3549
X12	chr19	51634036	54266334	144	-0.4953
X12	chr19	54271516	54276147	2	-1.4966
X12	chr19	54290962	55015498	39	-0.3297
X12	chr19	55050481	55222327	7	-0.4932
X12	chr19	55241993	55370280	9	-0.6371
X12	chr19	55393771	56203908	43	-0.3406
X12	chr19	56234783	58455622	70	-0.5312
X12	chr19	58477853	59098019	32	-0.4212
X12	chr2	42842	27850192	189	0.1667
X12	chr2	27862744	238277832	1496	0.0747
X12	chr2	238429016	243062105	64	0.1941
X12	chr20	72813	62933111	732	0.1262
X12	chr21	9825921	33212911	155	-0.0346
X12	chr21	33331287	48110916	232	0.1207
X12	chr22	16112745	20458894	102	-0.5029
X12	chr22	20487597	22070978	51	-0.3075
X12	chr22	22165379	28170875	170	-0.5241
X12	chr22	28281889	28316556	2	-1.7101
X12	chr22	28359966	51217556	366	-0.429
X12	chr3	344684	46993358	398	0.0799
X12	chr3	47036183	47486909	8	-0.4353
X12	chr3	47546190	58636124	213	0.1407
X12	chr3	58869451	180327767	758	0.0524
X12	chr3	180408054	188662466	102	0.1139
X12	chr3	188854048	197847120	98	-0.4821
X12	chr3	197902561	197951774	2	-0.0522
X12	chr4	70639	3950316	70	0.1859
X12	chr4	4128841	4176505	4	-0.6949
X12	chr4	4209573	9337180	65	0.171
X12	chr4	9341925	190981608	908	0.022
X12	chr4	190989601	191012789	8	0.7673
X12	chr5	165229	38614103	155	0.1022
X12	chr5	38895829	132284297	477	-0.4563
X12	chr5	132347486	180794766	495	-0.3675
X12	chr6	106387	8424547	69	-0.4702
X12	chr6	9904092	11283056	20	-0.0731
X12	chr6	11560847	29820204	240	-0.4996
X12	chr6	29855558	31334402	85	0.1553
X12	chr6	31345496	39274553	231	-0.3992
X12	chr6	39286609	43271991	67	0.1166
X12	chr6	43306044	58446663	132	-0.5389
X12	chr6	62692998	80936175	74	0.0603
X12	chr6	82331823	170949159	534	-0.4364
